"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"10829",0.196,0.412,0.059,0.746,0.538,1.079,-0.088,1.493,0.826,0.017,3,4,3
"10830",-0.492,-0.633,-0.296,-0.939,-0.801,-0.188,0.893,-0.174,-0.721,-0.764,3,11,6
"10831",-0.338,0.067,1.36,0.637,1.648,-0.533,0.631,0.703,-0.438,-0.421,3,3,3
"10832",-0.542,-0.052,0.887,-0.939,-0.932,-0.257,0.959,0.528,-0.656,-0.675,3,3,3
"10833",-0.717,0.448,1.242,-0.939,-0.72,-0.384,-0.645,1.449,0.978,-0.336,3,16,3
"10834",-0.523,-0.615,-0.178,-0.939,-0.867,-0.251,0.959,-0.218,-0.808,-0.736,3,10,6
"10835",-0.432,0.185,-0.532,1.042,1.893,-0.594,0.435,1.229,0.347,-0.495,3,3,3
"10836",-0.022,-0.015,-0.178,0.094,1.109,0.327,0.795,0.922,-0.133,-0.947,3,4,2
"10837",-0.377,-0.778,-0.059,-0.248,-0.116,-0.186,0.762,-0.481,-0.786,-0.897,3,11,2
"10838",-0.027,0.675,2.07,0.408,0.685,1.107,-2.084,1.229,1.806,0.081,3,4,3
"10839",-0.592,-1.242,-0.178,-0.939,-0.85,-0.338,-0.154,-0.569,-0.067,-0.647,3,10,6
"10840",-0.709,-0.715,1.005,-1.081,-0.834,-0.422,0.959,-1.402,-1.614,-0.432,3,10,6
"10841",-0.748,-0.697,0.769,-1.081,-0.834,-0.432,0.991,-1.183,-1.505,-0.406,3,10,6
"10842",-0.779,0.339,-0.532,-1.081,-0.834,-0.456,0.173,1.361,0.63,-0.325,3,16,6
"10843",-0.654,0.675,1.124,-0.491,0.064,-0.485,-1.397,1.493,1.632,-0.19,3,3,3
"10844",-0.623,0.63,1.242,-0.353,0.276,-0.49,-1.365,1.449,1.567,-0.163,3,3,3
"10845",-0.08,-0.033,-0.414,-0.367,-0.524,0.245,0.73,0.922,-0.046,-1.045,3,4,3
"10846",-0.597,-1.123,0.65,-0.939,-0.671,-0.392,-0.088,-1.402,-0.677,-0.571,3,10,6
"10847",-0.556,0.303,1.478,0.489,0.162,-0.591,-0.219,1.229,0.456,-0.359,3,3,3
"10848",0.121,0.185,0.414,0.723,1.975,1.007,0.435,1.229,0.216,-0.033,3,4,3
"10849",-0.128,-0.215,-0.887,-0.939,-0.834,0.157,0.73,0.747,-0.067,-1.154,3,10,3
"10850",-0.178,-0.497,-0.532,-1.081,-0.834,0.083,0.893,0.221,-0.525,-1.237,3,10,2
"10851",-0.31,0.493,-0.651,-0.882,-0.638,-0.141,-0.056,1.361,0.848,-1.08,3,4,3
"10852",-0.662,-0.687,0.887,-0.796,-0.997,-0.453,1.024,-1.314,-1.614,-0.467,3,10,6
"10853",-0.781,-0.588,0.059,-0.882,-0.785,-0.491,1.024,-0.305,-0.939,-0.359,3,4,3
"10854",0.061,0.03,-0.059,0.775,2.154,0.935,0.73,1.01,-0.046,-0.117,3,4,3
"10855",-0.003,-0.66,-0.178,0.266,0.113,0.851,0.893,-0.305,-0.808,-0.226,3,2,3
"10856",-0.537,-0.942,0.65,-0.629,-0.263,-0.42,0.435,-1.358,-1.091,-0.606,3,10,6
"10857",-0.812,0.593,-0.651,-1.081,-0.834,-0.528,-0.219,1.405,0.978,-0.307,3,16,6
"10858",-0.286,0.457,1.952,-0.939,-0.703,0.408,-1.103,1.273,1.022,-0.798,3,4,3
"10859",-0.188,0.275,1.478,-0.567,0.113,0.307,-0.121,1.186,0.325,-0.934,3,4,3
"10860",-0.159,0.475,1.952,-0.477,0.358,0.288,-1.136,1.317,1.109,-0.961,3,4,3
"10861",-0.535,0.339,0.65,0.78,1.648,-0.764,-0.056,1.449,0.63,-0.545,3,3,3
"10862",-0.171,0.657,1.478,0.132,-0.018,1.069,-1.561,1.405,1.654,0.035,3,4,3
"10863",-0.733,0.648,0.296,-0.629,-0.197,-0.596,-0.808,1.536,1.371,-0.201,3,3,3
"10864",-0.707,0.221,-0.296,-0.353,-0.018,-0.605,0.37,1.273,0.412,-0.214,3,3,3
"10865",-1.035,-0.815,0.414,-0.939,-0.736,-1.192,0.762,-0.963,-1.091,-0.746,3,10,3
"10866",-0.149,0.03,-0.769,-0.444,-0.916,0.128,0.566,1.01,0.172,-1.156,3,4,3
"10867",-0.437,-0.924,-0.414,-0.082,0.423,-0.438,0.5,-0.305,-0.438,-0.692,3,11,3
"10868",-0.834,-0.379,0.177,0.194,0.358,-1.01,1.155,0.045,-0.895,-0.665,3,3,3
"10869",-1.023,-0.615,1.36,-0.882,-0.589,-1.2,1.155,-1.533,-1.963,-0.718,3,3,3
"10870",-0.068,0.748,0.887,0.147,1.272,0.947,-1.463,1.449,1.719,-0.065,3,4,3
"10871",-0.015,0.684,0.414,0.332,1.501,0.904,-0.907,1.536,1.436,-0.119,3,4,3
"10872",-0.03,-0.578,-0.769,0.132,0.652,0.712,0.795,0.221,-0.372,-0.365,3,2,3
"10873",-0.168,0.157,-0.887,-0.353,-1.046,0.097,0.435,1.142,0.368,-1.181,3,4,3
"10874",-0.295,0.312,-0.769,-1.081,-0.834,-0.094,0.239,1.273,0.565,-1.287,3,4,3
"10875",-0.113,0.721,1.005,-0.053,0.962,0.962,-1.43,1.449,1.698,-0.068,3,4,3
"10876",-0.324,-0.878,1.124,-0.567,-0.703,0.431,0.566,-1.884,-1.549,-0.717,3,10,6
"10877",-0.346,-0.987,0.177,-0.629,-0.834,0.41,0.37,-0.963,-0.743,-0.744,3,10,6
"10878",-0.391,0.684,0.414,-0.677,-0.067,-0.349,-0.939,1.536,1.436,-0.907,3,4,3
"10879",-0.662,-0.469,1.833,-0.125,0.456,-0.564,1.351,-1.621,-2.312,-0.499,3,4,3
"10880",-0.223,0.675,0.769,-0.353,0.211,1.02,-1.136,1.493,1.545,-0.077,3,4,3
"10881",-0.267,-0.824,1.952,-0.367,-0.312,0.443,0.599,-2.805,-2.29,-0.687,3,10,6
"10882",-0.381,-0.578,0.887,-0.677,-0.883,0.359,1.188,-1.095,-1.658,-0.796,3,10,6
"10883",-0.444,0.085,0.65,-0.939,-1.193,0.318,0.631,1.01,-0.133,-0.849,3,10,6
"10884",-0.278,-0.133,-0.059,-0.51,-0.165,-0.193,0.926,0.703,-0.372,-1.167,3,4,3
"10885",-0.851,0.811,-0.887,-0.939,-0.834,-0.663,-0.383,1.229,1.066,-0.28,3,16,6
"10886",-0.836,0.775,-0.296,-0.882,-0.752,-0.671,-0.645,1.405,1.305,-0.261,3,16,3
"10887",-0.152,0.675,1.478,-0.272,0.57,0.949,-1.626,1.405,1.698,-0.122,3,4,3
"10888",-0.429,-0.606,1.597,-0.763,-1.095,0.33,1.188,-1.797,-2.159,-0.817,3,10,6
"10889",-0.46,0.403,0.532,-1.081,-0.834,0.267,-0.252,1.493,0.826,-0.897,3,4,6
"10890",-0.286,0.575,2.306,-0.444,0.325,0.124,-1.855,1.186,1.501,-1.08,3,4,3
"10891",-0.441,0.675,1.478,-0.796,-0.409,-0.381,-1.626,1.405,1.698,-0.897,3,4,3
"10892",-0.484,-0.533,1.005,0.375,0.097,-0.537,1.253,-1.007,-1.68,-0.629,3,4,3
"10893",-1.042,-0.006,1.478,-0.367,-0.181,-1.192,0.828,0.44,-0.765,-0.606,3,3,3
"10894",-0.051,0.166,-0.769,0.585,0.619,0.682,0.435,1.186,0.347,-0.356,3,2,3
"10895",-0.31,0.43,-0.296,-0.882,-0.622,-0.182,-0.023,1.449,0.804,-1.181,3,4,3
"10896",-0.894,-0.578,1.124,0.513,0.832,-1.044,1.22,-1.27,-1.832,-0.537,3,3,3
"10897",-0.453,-0.751,0.414,-0.763,-0.785,0.27,0.86,-0.876,-1.157,-0.857,3,10,6
"10898",-0.774,-0.751,0.887,-0.51,-0.312,-0.664,0.893,-1.358,-1.527,-0.432,3,10,6
"10899",-0.865,-0.006,-0.651,-1.081,-0.834,-0.755,0.664,0.966,0.085,-0.373,3,3,6
"10900",-0.858,-0.715,1.124,0.637,1.076,-1.022,0.959,-1.577,-1.745,-0.502,3,3,3
"10901",-0.334,0.484,0.414,-0.939,-0.622,1.018,-0.416,1.536,1.044,-0.175,3,4,6
"10902",-0.456,1.629,-0.296,-0.939,-0.638,0.22,-0.841,0.045,0.782,-0.897,3,10,6
"10903",-0.257,-0.569,-0.296,-0.629,-0.344,-0.108,0.926,-0.042,-0.699,-1.183,3,10,3
"10904",-0.468,-0.615,2.07,-0.796,-0.426,-0.356,1.155,-2.323,-2.53,-0.971,3,4,3
"10905",-0.427,0.575,1.597,-0.51,-0.001,-0.477,-1.365,1.405,1.436,-0.796,3,4,3
"10906",-0.448,-0.651,1.242,0.347,0.293,-0.573,1.122,-1.621,-1.919,-0.639,3,4,3
"10907",-0.487,-0.651,1.478,0.461,0.031,-0.589,1.089,-1.797,-2.05,-0.613,3,4,3
"10908",-0.882,0.312,0.177,-0.939,-0.801,-0.787,0.108,1.405,0.586,-0.422,3,3,6
"10909",-0.82,-0.733,-1.479,-0.272,-0.883,-0.814,0.402,0.572,0.172,-0.517,3,2,3
"10910",-0.104,-0.288,-1.006,0.642,0.799,0.533,0.697,0.703,-0.046,-0.501,3,2,3
"10911",-0.425,0.366,0.532,-0.225,0.015,-0.525,-0.121,1.449,0.739,-0.736,3,4,3
"10912",-0.484,-0.615,1.478,0.389,0.048,-0.605,1.155,-1.665,-2.05,-0.606,3,4,3
"10913",-0.851,-0.66,-0.059,-0.939,-0.867,-0.792,0.926,-0.305,-0.83,-0.406,3,16,6
"10914",-0.863,0.975,-0.296,-0.763,-0.785,-0.818,-0.939,1.186,1.436,-0.493,3,3,3
"10915",-0.817,-0.706,-1.361,-0.168,-0.85,-0.835,0.435,0.528,0.085,-0.545,3,2,3
"10916",-1.035,-0.969,0.532,-0.51,-0.132,-1.203,0.37,-1.27,-0.982,-0.497,3,3,3
"10917",-1.073,-0.769,0.414,-0.796,-0.393,-1.248,0.828,-1.007,-1.2,-0.501,3,3,3
"10918",-0.362,-1.178,-1.715,-0.939,-0.736,1.029,0.173,0.659,0.39,-0.218,3,10,6
"10919",-0.185,0.584,1.597,-0.444,0.619,0.81,-1.43,1.405,1.48,-0.277,3,4,3
"10920",-0.085,0.939,-1.124,0.147,0.93,0.678,-0.285,1.098,0.935,-0.308,3,2,3
"10921",-0.496,0.53,2.188,-0.939,-0.409,0.077,-1.561,1.229,1.305,-1.007,3,4,3
"10922",-0.832,-0.76,-0.414,-0.796,-0.752,-0.806,0.73,-0.174,-0.547,-0.413,3,10,6
"10923",-0.92,0.466,-0.178,-1.081,-0.834,-0.835,-0.121,1.493,0.891,-0.484,3,3,6
"10924",-0.846,1.029,-0.532,-0.567,-0.671,-0.841,-0.808,1.098,1.305,-0.528,3,3,3
"10925",-0.841,-0.606,-0.887,-0.082,-0.442,-0.863,0.73,0.265,-0.307,-0.582,3,2,3
"10926",-0.841,-0.796,0.059,0.494,1.191,-1.044,0.762,-0.656,-0.895,-0.434,3,10,3
"10927",-0.255,0.566,1.952,-0.629,0.146,0.826,-1.561,1.317,1.458,-0.301,3,4,3
"10928",-0.389,1.647,-1.479,-0.677,-0.344,0.196,-0.088,0.615,0.586,-0.859,3,10,6
"10929",-0.554,-0.233,0.532,-1.081,-0.834,0.111,1.188,0.177,-0.939,-0.947,3,10,6
"10930",-0.437,-0.388,1.242,-0.629,0.048,-0.377,1.351,-0.788,-1.723,-0.947,3,4,3
"10931",-0.662,-0.896,0.414,-0.168,0.456,-0.728,0.566,-1.095,-1.026,-0.434,3,10,6
"10932",-0.721,-0.933,0.177,-0.444,0.048,-0.765,0.468,-0.832,-0.765,-0.355,3,10,6
"10933",-0.93,-0.506,0.65,-0.939,-0.85,-0.849,1.22,-0.612,-1.375,-0.48,3,16,6
"10934",-0.362,0.521,0.769,-0.939,-0.72,0.909,-0.677,1.536,1.175,-0.308,3,4,3
"10935",-0.128,0.112,-0.769,0.456,1.599,0.557,0.5,1.098,0.281,-0.425,3,4,3
"10936",-0.171,-0.324,-0.769,0.637,0.652,0.426,0.795,0.572,-0.22,-0.578,3,2,3
"10937",-0.408,0.503,2.07,-0.444,0.358,-0.066,-1.365,1.273,1.218,-1.055,3,4,3
"10938",-0.592,-0.642,0.414,0.266,0.93,-0.701,1.057,-0.788,-1.266,-0.502,3,10,6
"10939",-0.652,-0.842,0.296,-0.072,0.521,-0.746,0.697,-0.876,-0.982,-0.425,3,4,6
"10940",-0.829,-0.56,-0.178,-0.51,-0.328,-0.848,0.991,-0.086,-0.786,-0.457,3,4,6
"10941",-0.832,-0.642,-1.124,0.094,-0.377,-0.909,0.566,0.44,-0.067,-0.636,3,2,3
"10942",-0.889,-0.442,-0.651,-0.444,-0.769,-0.909,0.86,0.352,-0.394,-0.636,3,2,3
"10943",-0.398,0.602,-0.532,-1.081,-0.834,0.927,-0.285,1.405,1.044,-0.328,3,4,6
"10944",-0.156,0.048,-0.769,0.513,1.681,0.486,0.599,1.054,0.172,-0.493,3,4,3
"10945",-0.161,-0.106,-0.769,0.546,1.648,0.464,0.697,0.879,0.02,-0.517,3,4,3
"10946",-0.324,-0.624,1.124,-0.072,0.178,0.268,1.155,-1.402,-1.789,-0.737,3,4,6
"10947",-0.583,-0.524,1.005,-0.939,-0.638,-0.458,1.253,-0.919,-1.636,-0.85,3,4,3
"10948",-0.578,0.73,0.532,-0.882,-0.589,-0.533,-1.168,1.493,1.589,-0.761,3,2,3
"10949",-0.776,-0.678,-0.414,-0.248,-0.377,-0.838,0.828,-0.13,-0.612,-0.427,3,4,6
"10950",-0.398,0.157,0.059,-1.081,-0.834,0.878,0.5,1.186,0.194,-0.368,3,4,6
"10951",-0.147,0.185,1.124,0.004,1.338,0.634,0.337,1.098,0.042,-0.388,3,4,3
"10952",-0.171,0.157,-0.651,0.375,1.583,0.48,0.468,1.186,0.325,-0.482,3,4,3
"10953",-0.204,-0.506,-0.532,0.494,1.419,0.371,0.926,0.177,-0.547,-0.606,3,2,3
"10954",-0.269,-0.569,0.177,0.237,0.636,0.305,1.089,-0.437,-1.091,-0.677,3,4,6
"10955",-0.563,0.348,1.005,-0.939,-1.046,-0.312,-0.219,1.405,0.652,-0.971,3,4,3
"10956",-0.614,0.748,-0.178,-1.081,-0.834,-0.528,-0.71,1.449,1.349,-0.768,3,4,3
"10957",-0.614,-0.951,-0.296,0.237,0.783,-0.765,0.435,-0.481,-0.503,-0.432,3,10,6
"10958",-0.832,-0.569,0.059,-0.51,-0.197,-0.888,1.024,-0.262,-0.917,-0.501,3,4,6
"10959",-0.793,1.438,-1.597,-0.082,0.26,-0.931,-0.023,0.791,0.608,-0.658,3,2,3
"10960",-0.877,-0.624,0.059,-0.168,-0.687,-0.953,0.991,-0.437,-1.004,-0.691,3,2,3
"10961",-0.355,-0.806,0.414,-0.567,-0.54,0.985,0.762,-0.963,-1.113,-0.356,3,11,6
"10962",-0.566,0.575,0.887,-0.882,-0.654,-0.048,-0.939,1.536,1.349,-0.958,3,4,3
"10963",-0.592,0.503,0.059,-0.882,-0.687,-0.577,-0.285,1.536,1,-0.708,3,2,3
"10964",-0.566,-0.806,-0.769,0.194,-0.099,-0.733,0.599,0.045,-0.307,-0.496,3,2,6
"10965",-0.578,-0.987,-0.414,0.323,-0.018,-0.749,0.37,-0.305,-0.329,-0.471,3,2,6
"10966",-0.681,-0.869,0.769,0.137,0.325,-0.827,0.599,-1.402,-1.266,-0.388,3,10,6
"10967",-0.832,0.984,0.296,-0.51,-0.001,-0.954,-1.463,1.142,1.719,-0.654,3,3,3
"10968",-0.791,0.357,-1.479,-0.082,0.276,-0.954,0.206,1.054,0.543,-0.684,3,2,3
"10969",-0.417,-0.406,-0.651,-0.796,-0.932,0.891,0.86,0.396,-0.351,-0.415,3,4,6
"10970",-0.231,0.185,1.833,-0.215,0.848,0.602,0.108,0.835,-0.133,-0.44,3,4,3
"10971",-0.216,0.185,1.36,0.004,1.272,0.514,0.271,1.01,-0.002,-0.421,3,4,3
"10972",-0.482,-0.878,0.887,-0.444,-0.328,0.118,0.566,-1.577,-1.375,-0.814,3,4,6
"10973",-0.513,0.285,1.597,-0.491,0.227,-0.183,-0.187,1.142,0.347,-0.965,3,4,3
"10974",-0.583,-0.297,0.887,-0.882,-0.801,-0.288,1.286,-0.174,-1.288,-0.943,3,4,3
"10975",-0.602,0.521,0.887,-0.939,-0.85,-0.351,-0.743,1.536,1.196,-0.91,3,4,3
"10976",-0.614,0.348,-1.124,-1.081,-0.834,-0.571,0.206,1.186,0.586,-0.714,3,4,3
"10977",-0.561,-1.205,-0.296,0.237,-0.067,-0.765,-0.023,-0.437,-0.067,-0.459,3,2,6
"10978",-0.683,-0.951,0.769,0.237,0.26,-0.859,0.402,-1.533,-1.179,-0.427,3,10,6
"10979",-0.855,-0.633,0.414,-0.629,-0.083,-0.939,1.057,-0.744,-1.266,-0.56,3,4,6
"10980",-0.829,-0.969,-0.651,0.237,-0.36,-0.999,0.402,-0.13,-0.242,-0.746,3,2,3
"10981",-0.935,-0.66,-0.532,-0.51,-0.703,-1.029,0.795,0.002,-0.525,-0.726,3,2,3
"10982",-1.016,-0.869,-0.887,0.132,0.146,-1.117,0.468,0.133,-0.155,-0.305,3,2,3
"10983",-0.405,-0.687,-0.178,-0.629,-0.85,0.91,0.86,-0.262,-0.743,-0.434,3,10,6
"10984",-0.257,0.185,1.833,-0.072,0.913,0.487,0.108,0.791,-0.155,-0.441,3,4,3
"10985",-0.494,-0.915,1.005,-0.477,-0.197,0.091,0.468,-1.797,-1.418,-0.812,3,4,6
"10986",-0.561,0.039,1.005,-0.567,-0.834,-0.255,0.762,0.747,-0.438,-0.93,3,4,3
"10987",-0.544,1.711,-1.124,0.032,0.048,-0.765,-0.219,0.44,0.565,-0.47,3,2,6
"10988",-0.966,-0.524,0.059,-1.081,-0.834,-0.986,1.057,-0.174,-0.917,-0.632,3,16,6
"10989",-0.472,0.739,1.242,-1.081,-0.834,0.817,-1.692,1.405,1.785,-0.486,3,4,6
"10990",-0.427,-0.905,0.532,-0.168,0.162,0.129,0.533,-1.226,-1.07,-0.756,3,4,3
"10991",-0.635,0.266,1.005,-0.939,-0.834,-0.112,0.075,1.273,0.368,-0.897,3,4,3
"10992",-0.666,0.03,0.296,-1.081,-0.834,-0.347,0.762,0.922,-0.176,-0.872,3,4,3
"10993",-0.492,0.857,-0.296,-1.081,-0.834,0.814,-0.841,1.317,1.392,-0.513,3,10,6
"10994",-0.422,0.403,1.952,-0.882,-0.54,0.724,-0.841,1.229,0.804,-0.527,3,4,3
"10995",-0.374,0.294,2.07,-0.491,0.113,0.545,-0.416,0.966,0.303,-0.513,3,4,3
"10996",-0.537,-0.733,0.177,-0.567,-0.409,0.014,0.86,-0.612,-0.982,-0.812,3,4,3
"10997",-0.662,-0.279,-0.059,-1.081,-0.834,-0.096,1.057,0.352,-0.634,-0.865,3,10,6
"10998",-0.566,0.839,-0.296,-0.367,-0.099,-0.759,-0.776,1.361,1.371,-0.489,3,2,3
"10999",-0.527,1.066,-0.651,-0.168,0.064,-0.795,-0.743,1.054,1.24,-0.443,3,2,3
"11000",-0.429,-0.806,1.597,-0.763,-0.54,0.855,0.697,-2.323,-2.028,-0.527,3,10,6
"11001",-0.463,0.784,-0.769,-0.939,-0.638,0.788,-0.383,1.273,1.066,-0.545,3,10,6
"11002",-0.561,-0.397,-0.414,-0.567,-0.622,-0.014,0.926,0.352,-0.481,-0.8,3,4,3
"11003",-0.623,0.139,-0.296,-0.763,-0.605,-0.595,0.533,1.186,0.216,-0.66,3,4,3
"11004",-0.456,-0.951,1.242,-0.763,-0.589,0.829,0.304,-2.104,-1.484,-0.56,3,10,6
"11005",-0.444,0.248,0.532,-0.225,0.064,0.248,0.239,1.317,0.368,-0.583,3,4,3
"11006",-0.429,0.266,-0.414,-0.177,0.668,0.137,0.271,1.317,0.499,-0.676,3,4,3
"11007",-0.705,0.43,0.177,-0.939,-0.85,-0.413,-0.154,1.493,0.87,-0.776,3,4,3
"11008",-0.551,-0.369,0.177,0.004,0.048,-0.876,1.155,0.045,-0.917,-0.419,3,2,3
"11009",-0.477,-0.697,-0.059,-0.882,-0.752,0.759,0.893,-0.393,-0.874,-0.602,3,10,6
"11010",-0.492,0.248,1.242,-0.653,-0.458,0.423,0.042,1.186,0.259,-0.554,3,4,3
"11011",-0.611,-0.497,0.059,-0.567,-0.491,-0.068,1.089,-0.13,-0.917,-0.77,3,4,3
"11012",-0.678,0.012,-0.887,-0.939,-0.899,-0.201,0.599,1.01,0.172,-0.8,3,4,6
"11013",-0.7,0.021,0.296,-1.081,-0.834,-0.266,0.795,0.879,-0.242,-0.798,3,4,6
"11014",-0.731,-0.179,1.597,-0.882,-0.507,-0.506,1.188,-0.218,-1.44,-0.7,3,4,3
"11015",-0.674,-0.551,0.177,-0.939,-0.736,-0.654,1.089,-0.305,-1.004,-0.583,3,4,3
"11016",-0.836,-0.46,1.242,-0.367,0.195,-1.035,1.319,-1.007,-1.832,-0.637,3,4,3
"11017",-0.53,-0.433,-0.887,-0.882,-0.948,0.689,0.762,0.484,-0.242,-0.637,3,10,6
"11018",-0.542,-0.36,-0.414,-0.939,-1.03,0.666,0.926,0.396,-0.46,-0.637,3,10,6
"11019",-0.563,0.484,-0.769,-0.939,-1.079,0.622,-0.023,1.361,0.826,-0.636,3,10,6
"11020",-0.525,-1.033,0.177,-0.796,-0.916,0.664,0.271,-0.876,-0.612,-0.665,3,10,6
"11021",-0.539,-0.251,-0.887,-1.081,-0.834,0.506,0.762,0.703,-0.133,-0.639,3,10,6
"11022",-0.549,0.212,-0.059,-0.939,-0.752,0.417,0.37,1.273,0.368,-0.604,3,4,3
"11023",-0.695,0.83,1.124,-0.796,-0.36,-0.628,-1.855,1.273,1.915,-0.577,3,4,3
"11024",-0.307,-0.533,-1.006,0.237,0.293,0.772,0.697,0.396,-0.198,-0.606,3,2,3
"11025",-0.554,-0.306,-1.361,-1.081,-0.834,0.481,0.5,0.747,0.151,-0.658,3,10,6
"11026",-0.556,-0.079,-1.242,-1.081,-0.834,0.459,0.5,0.922,0.216,-0.649,3,10,6
"11027",-0.695,-1.351,-0.414,-0.882,-0.801,-0.281,-0.252,-0.174,0.238,-0.717,3,10,6
"11028",-0.719,0.257,1.36,-1.081,-0.834,-0.785,-0.023,1.186,0.303,-0.428,3,4,3
"11029",-0.58,0.448,0.296,-0.367,-0.148,-0.888,-0.285,1.536,0.935,-0.421,3,2,3
"11030",-0.604,-0.233,0.296,-0.082,-0.312,-0.928,1.122,0.352,-0.743,-0.471,3,4,3
"11031",-0.583,0.212,0.532,-0.796,-0.769,0.051,0.337,1.273,0.259,-0.606,3,4,3
"11032",-0.671,1.72,0.296,-0.677,-0.638,-0.307,-1.037,-0.525,0.608,-0.687,3,10,6
"11033",-0.721,-0.905,-0.532,-1.081,-0.834,-0.463,0.5,-0.174,-0.351,-0.639,3,10,6
"11034",-0.721,-0.215,0.296,-0.763,-0.573,-0.684,1.122,0.352,-0.765,-0.501,3,4,3
"11035",-0.745,0.176,0.65,-0.939,-0.997,-0.771,0.402,1.142,0.107,-0.428,3,4,3
"11036",-0.944,-0.687,-0.296,-0.677,-0.475,-1.149,0.828,-0.218,-0.699,-0.768,3,4,3
"11037",-0.362,-0.733,-0.178,-0.125,0.031,0.706,0.828,-0.393,-0.786,-0.726,3,11,2
"11038",-0.542,-1.06,-0.059,-0.763,-0.752,0.5,0.239,-0.656,-0.438,-0.718,3,10,6
"11039",-0.575,-0.824,-0.178,-0.796,-0.965,0.432,0.664,-0.437,-0.677,-0.69,3,10,6
"11040",-0.633,-0.633,-0.769,-0.882,-0.965,0.364,0.73,0.221,-0.351,-0.653,3,10,6
"11041",-0.645,-0.851,-1.124,-0.939,-0.899,-0.109,0.435,0.308,-0.024,-0.647,3,4,3
"11042",-0.8,0.493,0.65,-0.939,-1.112,-0.821,-0.514,1.536,1.087,-0.371,3,4,3
"11043",-0.674,-0.369,1.124,0.204,-0.785,-0.99,1.351,-0.612,-1.614,-0.543,3,4,3
"11044",-0.745,-0.388,1.478,0.323,1.06,-1.029,1.351,-0.919,-1.854,-0.593,3,4,3
"11045",-0.535,-1.133,0.65,-0.653,-0.703,0.454,-0.121,-1.446,-0.677,-0.726,3,10,6
"11046",-0.604,1.611,-1.242,-1.081,-0.834,0.047,-0.219,0.572,0.63,-0.557,3,4,6
"11047",-0.597,-1.423,-1.479,-0.939,-0.785,0.024,0.01,0.572,0.456,-0.568,3,4,6
"11048",-0.63,-1.078,-0.651,-1.081,-0.834,-0.043,0.239,-0.13,-0.133,-0.597,3,4,6
"11049",-0.611,-1.423,-0.769,-0.444,0.048,-0.381,-0.219,0.133,0.412,-0.619,3,2,3
"11050",-0.736,-0.733,0.296,-0.796,-0.442,-0.56,0.893,-0.788,-1.113,-0.545,3,2,6
"11051",-0.669,-0.224,0.414,0.061,-0.752,-0.978,1.122,0.308,-0.808,-0.528,3,4,3
"11052",-0.355,0.439,-0.887,0.347,0.08,0.669,0.075,1.273,0.717,-0.751,3,2,3
"11053",-0.618,-1.305,-0.532,-1.081,-0.834,-0.112,-0.154,-0.174,0.151,-0.593,3,10,6
"11054",-0.635,-1.251,0.059,-0.939,-0.785,-0.158,-0.219,-0.7,-0.111,-0.602,3,10,6
"11055",-0.645,1.638,-0.769,-0.491,-0.622,-0.271,-0.514,0.265,0.695,-0.609,3,10,6
"11056",-0.76,-0.778,0.532,-0.882,-0.605,-0.586,0.828,-1.095,-1.266,-0.507,3,2,6
"11057",-0.448,-1.205,1.124,-0.353,-0.116,0.497,-0.547,-1.928,-0.677,-0.796,3,10,2
"11058",-0.573,-1.278,1.005,-0.653,-0.263,0.293,-0.776,-1.753,-0.394,-0.676,3,10,6
"11059",-0.595,-1.196,-0.651,-0.939,-0.801,-0.024,0.075,-0.13,0.042,-0.537,3,10,6
"11060",-0.614,-1.287,0.059,-0.796,-0.703,-0.159,-0.35,-0.788,-0.046,-0.576,3,10,6
"11061",-0.664,-0.978,0.414,-0.51,-0.442,-0.475,0.37,-1.095,-0.852,-0.537,3,2,6
"11062",-0.774,-0.942,-0.769,-0.882,-0.85,-0.611,0.435,0.002,-0.176,-0.47,3,10,6
"11063",-0.853,-0.479,0.887,-0.177,0.325,-1.1,1.286,-0.744,-1.527,-0.675,3,4,3
"11064",-0.98,-0.052,-0.532,-0.567,-0.556,-1.212,0.73,0.922,-0.024,-0.825,3,4,3
"11065",-0.487,-1.278,0.769,-0.272,0.325,0.405,-0.645,-1.533,-0.307,-0.775,3,10,6
"11066",-0.494,-1.269,1.005,-0.444,0.276,0.36,-0.677,-1.709,-0.416,-0.746,3,10,6
"11067",-0.59,1.838,0.059,-0.796,-0.622,-0.093,-0.645,-0.525,0.303,-0.534,3,10,6
"11068",-0.618,-1.232,-0.296,-0.367,-0.442,-0.251,-0.088,-0.437,-0.046,-0.556,3,10,6
"11069",-0.757,-0.878,0.177,-0.796,-0.932,-0.726,0.599,-0.832,-0.874,-0.375,3,10,6
"11070",-0.784,-0.769,0.887,-0.796,-1.095,-0.749,0.86,-1.402,-1.484,-0.359,3,4,6
"11071",-0.846,-0.497,-0.414,-1.081,-0.834,-0.793,0.926,0.177,-0.547,-0.326,3,14,6
"11072",-0.511,-1.242,0.887,-0.367,0.162,0.291,-0.579,-1.621,-0.46,-0.717,3,10,6
"11073",-0.501,1.438,2.188,-0.51,-0.181,0.11,-3.459,-1.358,1.61,-0.556,3,10,6
