"","X","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"11475",11475,1.057,-0.379,-1.124,-0.444,-0.524,0.785,0.631,0.615,-0.024,3.457,"W1","S39","C1"
"11476",11476,0.595,-0.306,-0.651,-0.677,-0.622,2.578,0.86,0.572,-0.285,3.191,"W1","S29","C2"
"11477",11477,-0.061,-0.324,0.296,-0.053,0.309,-0.139,1.188,0.089,-0.961,-0.625,"W1","S30","C5"
"11478",11478,-0.07,-0.306,-0.178,-0.168,0.244,-0.139,1.024,0.396,-0.569,-0.629,"W1","S30","C5"
"11479",11479,-0.164,-0.506,0.887,-0.444,-0.132,-0.229,1.253,-0.832,-1.571,-0.737,"W1","S30","C5"
"11480",11480,-0.245,-0.442,0.65,-0.677,-0.328,-0.297,1.253,-0.393,-1.288,-0.817,"W1","S30","C5"
"11481",11481,0.059,-0.161,-0.887,0.194,-0.638,0.382,0.697,0.791,-0.024,-0.031,"W1","S12","C2"
"11482",11482,-0.027,-0.297,-0.296,-0.053,0.211,-0.071,0.991,0.44,-0.503,-0.554,"W1","S30","C5"
"11483",11483,-0.116,-0.306,0.414,-0.444,-0.067,-0.184,1.188,0.089,-0.982,-0.687,"W1","S30","C5"
"11484",11484,0.416,0.403,-1.006,-0.653,-0.605,1.867,0.141,1.229,0.652,2.535,"W1","S29","C2"
"11485",11485,-0.211,-1.232,-0.178,-1.081,-0.834,-0.226,-0.121,-0.525,-0.067,-0.778,"W1","S29","C5"
"11486",11486,0.392,-0.07,-1.834,-0.168,-0.867,1.767,0.271,0.835,0.412,4.47,"W1","S20","C2"
"11487",11487,-0.085,-0.061,-0.296,-0.677,-0.409,-0.02,0.795,0.879,-0.155,-0.545,"W1","S29","C2"
"11488",11488,-0.13,-0.079,0.059,-0.796,-0.72,-0.088,0.926,0.747,-0.372,-0.625,"W1","S30","C2"
"11489",11489,0.344,-0.324,-1.242,-0.082,-0.654,1.599,0.566,0.703,0.085,1.954,"W1","S29","C2"
"11490",11490,0.073,0.194,-0.296,-0.272,-0.524,0.92,0.402,1.229,0.347,0.644,"W1","S12","C2"
"11491",11491,0.129,-0.388,-0.059,-0.939,-0.965,1.134,1.089,0.133,-0.786,1.028,"W1","S20","C2"
"11492",11492,-0.343,-0.551,-1.715,0.347,0.113,-0.433,0.337,0.747,0.303,-1.055,"W1","S29","C2"
"11493",11493,0.351,1.32,-0.887,1.042,-0.556,1.604,-0.579,0.747,1,1.795,"W1","S12","C2"
"11494",11494,0.028,-0.56,-0.532,-1.081,-0.834,1.007,0.86,0.133,-0.503,0.711,"W1","S20","C2"
"11495",11495,-0.441,-0.124,0.296,-0.677,-0.279,-0.614,1.024,0.572,-0.59,-1.141,"W1","S30","C2"
"11496",11496,-0.413,-0.369,-0.532,-0.477,-0.36,-0.501,0.926,0.396,-0.438,-1.046,"W1","S29","C2"
"11497",11497,-0.128,-0.706,-1.361,-0.629,-0.671,0.065,0.435,0.528,0.085,-0.434,"W1","S12","C2"
"11498",11498,0.382,-0.161,-0.769,-0.272,-0.752,2.017,0.73,0.791,-0.067,2.274,"W1","S30","C1"
"11499",11499,0.361,-1.051,-1.361,1.294,0.538,1.533,0.271,0.44,0.194,1.509,"W1","S12","C2"
"11500",11500,0.435,-1.096,-1.124,0.213,-0.393,2.147,0.239,0.265,0.129,2.209,"W1","S29","C2"
"11501",11501,0.619,-0.306,-0.532,-0.225,-0.246,2.626,0.893,0.528,-0.329,2.318,"W1","S30","C1"
"11502",11502,-0.403,1.683,0.532,-0.882,-0.605,-0.374,-1.332,-0.7,0.695,-0.7,"W1","S29","C2"
"11503",11503,0.389,-1.051,-1.361,-0.491,-0.867,1.739,0.271,0.44,0.194,3.691,"W1","S20","C2"
"11504",11504,0.468,-0.833,0.059,-0.072,0.146,2.118,0.664,-0.656,-0.83,1.915,"W1","S29","C2"
"11505",11505,0.54,0.957,0.414,1.027,0.391,2.913,-1.495,1.186,1.741,2.495,"W1","S29","C2"
"11506",11506,-0.034,-0.242,-0.532,-0.51,-0.36,0.597,0.893,0.615,-0.307,0.604,"W1","S30","C2"
"11507",11507,0.468,-0.896,-0.296,0.546,-0.344,1.558,0.533,-0.349,-0.503,3.64,"W1","S29","C2"
"11508",11508,0.737,1.602,-1.124,2.051,0.554,3.008,-0.252,0.572,0.673,2.042,"W1","S29","C1"
"11509",11509,-0.314,-0.933,-1.479,0.07,-0.736,-0.701,0.304,0.484,0.172,-0.521,"W1","S12","C2"
"11510",11510,-0.494,-0.451,-1.006,0.546,-0.197,-0.992,0.697,0.528,-0.133,-0.325,"W1","S12","C2"
"11511",11511,0.131,0.021,-0.532,-0.177,-0.001,1.158,0.664,1.01,0.063,1.336,"W1","S12","C2"
"11512",11512,0.634,-1.387,-0.532,0.513,-0.312,1.032,-0.285,-0.042,0.325,4.074,"W1","S29","C1"
"11513",11513,0.327,-0.469,-0.651,-0.796,-0.834,1.93,0.893,0.308,-0.438,1.549,"W1","S29","C1"
"11514",11514,0.737,-0.742,-0.651,0.213,0.113,2.669,0.697,0.002,-0.416,1.706,"W1","S29","C2"
"11515",11515,0.083,-0.006,-0.296,-0.491,-0.328,1.167,0.73,0.966,-0.067,1.392,"W1","S30","C2"
"11516",11516,0.54,-0.815,-0.532,0.237,-0.507,1.472,0.631,-0.174,-0.481,3.516,"W1","S29","C2"
"11517",11517,0.109,0.275,-0.769,-0.882,-0.818,1.47,0.304,1.273,0.521,1.461,"W1","S30","C1"
"11518",11518,0.533,-0.915,-0.532,-0.072,-0.622,1.481,0.5,-0.218,-0.394,3.461,"W1","S29","C2"
"11519",11519,-0.463,-0.442,-1.124,-0.177,-0.687,-1.029,0.631,0.572,-0.046,-0.105,"W1","S12","C2"
"11520",11520,-0.264,-0.415,-0.178,-0.072,-0.393,-0.827,1.024,0.177,-0.677,-0.171,"W1","S12","C2"
"11521",11521,-0.46,0.076,-0.178,-0.763,-0.671,-1.09,0.631,1.098,0.085,-0.062,"W1","S30","C2"
"11522",11522,0.785,0.475,-1.361,1.675,0.44,2.857,0.108,1.098,0.652,1.603,"W1","S29","C2"
"11523",11523,0.741,-0.905,-0.059,0.032,-0.426,1.013,0.533,-0.569,-0.656,3.768,"W1","S29","C1"
"11524",11524,0.449,0.067,-0.414,0.004,-0.409,2.216,0.599,1.098,0.129,1.061,"W1","S30","C2"
"11525",11525,-0.221,-0.26,-0.414,0.07,-0.883,-0.749,0.926,0.572,-0.372,0.236,"W1","S30","C2"
"11526",11526,0.619,1.275,-1.834,2.355,0.783,2.94,0.108,0.835,0.543,1.344,"W1","S30","C2"
"11527",11527,-0.278,-0.052,0.059,0.004,0.391,-0.884,0.86,0.835,-0.307,0.241,"W1","S30","C2"
"11528",11528,0.356,-0.969,1.005,-0.044,0.619,1.38,0.304,-1.84,-1.288,0.91,"W1","S29","C2"
"11529",11529,-0.456,-0.251,0.414,-0.763,-0.752,-0.969,1.188,0.177,-0.917,0.344,"W1","S30","C2"
"11530",11530,-0.413,1.238,-0.178,-0.477,-0.148,-1.158,-1.168,0.747,1.392,0.1,"W1","S29","C2"
"11531",11531,0.248,-0.333,-1.124,1.241,0.015,0.682,0.631,0.703,0.02,1.171,"W1","S12","C2"
"11532",11532,0.095,-0.17,-1.242,-0.477,-0.573,0.302,0.533,0.835,0.172,0.984,"W1","S12","C2"
"11533",11533,0.634,-1.06,-0.651,1.475,-0.622,1.611,0.271,-0.13,-0.155,2.878,"W1","S29","C1"
"11534",11534,0.579,-1.014,-0.059,1.546,-0.034,1.973,0.337,-0.7,-0.547,2.507,"W1","S29","C2"
"11535",11535,0.785,-0.851,0.414,0.632,-0.703,1.359,0.664,-1.007,-1.07,3.103,"W1","S29","C2"
"11536",11536,0.014,-0.733,0.414,0.147,-0.638,0.003,0.893,-0.876,-1.157,0.844,"W1","S12","C2"
"11537",11537,-0.379,-1.214,-0.296,-0.177,-0.165,-1.18,-0.056,-0.437,-0.089,-0.359,"W1","S29","C2"
"11538",11538,0.423,-0.388,-1.242,-0.51,-0.622,2.249,0.631,0.615,-0.002,2.107,"W1","S23","C1"
"11539",11539,0.607,-0.197,-1.834,0.637,0.57,1.992,0.239,0.835,0.434,0.524,"W1","S12","C2"
"11540",11540,0.595,-0.633,-0.887,0.832,0.587,1.947,0.664,0.308,-0.22,0.518,"W1","S12","C2"
"11541",11541,0.753,-1.378,-0.532,1.794,-0.605,1.582,-0.252,-0.086,0.303,2.725,"W1","S29","C1"
"11542",11542,0.188,-0.397,-0.178,-0.51,-0.393,0.897,1.057,0.177,-0.677,0.699,"W1","S29","C5"
"11543",11543,-0.077,-1.051,-0.059,0.266,-0.687,-0.609,0.239,-0.7,-0.481,0.617,"W1","S29","C2"
"11544",11544,0.366,0.021,0.177,-0.796,-0.769,1.398,0.762,0.966,-0.133,0.369,"W1","S12","C2"
"11545",11545,0.205,-0.569,-0.178,-0.491,-0.279,0.915,0.991,-0.13,-0.786,0.631,"W1","S29","C5"
"11546",11546,-0.032,-0.288,0.059,-0.248,0.472,0.312,1.089,0.308,-0.699,1.101,"W1","S12","C2"
"11547",11547,0.591,1.829,-1.124,0.861,0.293,2.224,-0.088,0.352,0.456,0.334,"W1","S29","C2"
"11548",11548,0.09,-0.342,0.296,-0.939,-0.785,0.834,1.155,0.045,-0.939,0.672,"W1","S29","C5"
"11549",11549,0.504,0.939,-1.124,1.099,-0.181,2.694,-0.318,1.098,0.957,0.427,"W1","S29","C2"
"11550",11550,-0.12,1.756,0.414,-0.567,-0.132,0.178,-1.103,-0.744,0.477,1.105,"W1","S29","C2"
"11551",11551,-0.02,-0.606,0.532,-0.763,-0.638,0.8,1.089,-0.7,-1.288,0.594,"W1","S29","C5"
"11552",11552,-0.14,0.13,0.887,-0.939,-0.752,0.633,0.5,1.01,-0.089,0.749,"W1","S30","C5"
"11553",11553,0.277,-0.488,-0.178,-0.567,-0.409,1.255,1.024,0.045,-0.743,0.237,"W1","S12","C2"
"11554",11554,0.038,1.52,0.296,-0.796,-0.442,-0.041,-1.397,-0.086,1.087,1.283,"W1","S29","C2"
"11555",11555,-0.02,-0.333,0.887,-0.567,-0.083,0.847,1.286,-0.262,-1.331,0.516,"W1","S29","C5"
"11556",11556,0.586,-0.642,-0.769,0.132,0.097,2.281,0.697,0.221,-0.329,0.024,"W1","S29","C2"
"11557",11557,0.342,0.266,0.769,-0.796,-0.556,1.959,0.141,1.317,0.39,-0.089,"W1","S30","C2"
"11558",11558,1.012,-0.706,-0.769,1.175,-0.344,0.945,0.664,0.177,-0.307,3.035,"W1","S29","C1"
"11559",11559,0.296,0.285,0.296,-0.248,0.113,1.642,0.173,1.361,0.499,-0.077,"W1","S30","C2"
"11560",11560,0.729,-1.414,-0.059,0.347,-0.769,1.714,-0.547,-0.437,0.303,1.924,"W1","S29","C1"
"11561",11561,0.449,-0.606,-1.361,-1.081,-0.834,2.165,0.5,0.528,0.042,-0.19,"W1","S30","C2"
"11562",11562,0.895,-0.851,-0.769,-0.053,-0.556,1.44,0.533,0.089,-0.242,2.164,"W1","S23","C1"
"11563",11563,0.255,-0.978,0.414,-0.567,-0.312,1.894,0.37,-1.095,-0.852,-0.334,"W1","S29","C2"
"11564",11564,0.121,-1.069,-0.178,0.332,0.113,-0.066,0.206,-0.569,-0.372,0.971,"W1","S29","C2"
"11565",11565,0.95,-0.951,-0.651,-0.567,-0.769,1.108,0.435,-0.13,-0.263,2.535,"W1","S23","C1"
"11566",11566,-0.137,-0.488,0.059,-1.081,-0.834,-0.395,1.122,-0.174,-0.961,0.564,"W1","S23","C5"
"11567",11567,0.265,1.82,0.414,1.241,1.877,0.799,-0.972,-0.876,0.303,0.334,"W1","S29","C2"
"11568",11568,-0.259,-1.187,-0.532,-0.444,-0.491,-0.705,0.042,-0.218,-0.024,0.07,"W1","S29","C2"
"11569",11569,-0.025,-0.597,-0.769,-0.939,-0.769,-0.238,0.73,0.265,-0.329,0.756,"W1","S23","C5"
"11570",11570,-0.046,1.638,0.532,-0.677,-0.54,-0.328,-1.397,-0.525,0.826,0.654,"W1","S29","C5"
"11571",11571,0.203,1.475,1.36,0.147,0.717,1.355,-2.444,-0.744,1.392,-0.173,"W1","S29","C2"
"11572",11572,-0.02,-0.996,-0.651,-0.939,-0.736,-0.225,0.37,-0.13,-0.22,0.774,"W1","S23","C5"
"11573",11573,0.509,0.857,-0.296,0.194,-0.083,2.687,-0.841,1.317,1.392,0.212,"W1","S29","C2"
"11574",11574,0.026,-0.56,-1.597,-0.31,-0.491,-0.317,0.37,0.703,0.259,0.671,"W1","S29","C2"
"11575",11575,0.217,-0.542,-0.651,0.632,0.113,0.256,0.86,0.221,-0.46,1.2,"W1","S29","C2"
"11576",11576,0.392,1.52,1.124,0.965,2.007,1.407,-2.215,-0.744,1.218,-0.269,"W1","S29","C2"
"11577",11577,0.672,1.366,0.059,1.751,0.048,2.844,-1.299,0.396,1.305,-0.275,"W1","S29","C2"
"11578",11578,0.179,1.338,0.65,-0.444,0.048,1.661,-1.888,0.177,1.545,-0.543,"W1","S29","C2"
"11579",11579,0.603,1.565,0.059,0.923,0.554,2.782,-1.136,-0.042,0.957,-0.117,"W1","S30","C2"
"11580",11580,1.019,-1.332,-0.532,2.251,0.178,1.306,-0.187,-0.13,0.216,1.985,"W1","S29","C1"
"11581",11581,0.524,0.13,0.059,0.965,0.015,2.129,0.566,1.142,0.129,-0.909,"W1","S29","C2"
"11582",11582,0.279,1.356,1.242,-0.082,0.766,1.659,-2.575,-0.305,1.698,-0.549,"W1","S29","C2"
"11583",11583,0.413,-0.161,1.242,0.266,1.142,2.032,1.155,0.002,-1.222,-0.922,"W1","S30","C2"
"11584",11584,-0.003,-1.033,-0.887,-0.939,-0.834,-0.043,0.304,0.089,-0.024,1,"W1","S23","C5"
"11585",11585,0.61,0.675,-0.414,0.775,0.717,2.721,-0.448,1.449,1.153,-0.167,"W1","S30","C2"
"11586",11586,0.61,0.294,-0.887,1.042,0.815,1.241,0.271,1.229,0.543,-0.236,"W1","S12","C2"
"11587",11587,0.799,-1.16,-0.532,-0.677,-0.867,1.801,0.108,-0.262,-0.089,1.13,"W1","S29","C1"
"11588",11588,0.253,1.202,0.532,-0.653,-0.279,1.815,-1.888,0.572,1.741,-0.737,"W1","S29","C2"
"11589",11589,0.318,1.638,-0.887,1.151,0.178,0.404,-0.416,0.396,0.673,1.084,"W1","S29","C2"
"11590",11590,-0.159,-0.96,-0.532,0.437,-0.246,-0.928,0.435,-0.262,-0.351,0.2,"W1","S12","C2"
"11591",11591,0.682,-0.551,0.296,0.237,-1.242,1.927,1.122,-0.437,-1.157,0.879,"W1","S29","C2"
"11592",11592,0.696,-0.724,-0.532,0.275,0.325,2.727,0.73,-0.086,-0.503,-0.639,"W1","S29","C2"
"11593",11593,0.26,-1.405,0.414,-0.168,-0.752,0.745,-0.841,-0.963,0.172,0.628,"W1","S29","C2"
"11594",11594,0.308,-0.36,-0.769,0.661,0.113,0.475,0.795,0.528,-0.242,1.047,"W1","S29","C2"
"11595",11595,0.251,1.502,0.65,-0.939,-0.654,1.904,-1.79,-0.305,1.218,-0.812,"W1","S29","C2"
"11596",11596,-0.058,1.647,-0.887,-0.939,-0.834,-0.139,-0.383,0.396,0.673,0.71,"W1","S20","C2"
"11597",11597,-0.408,0.82,-1.715,0.266,-0.867,-1.005,0.075,0.922,0.586,-0.244,"W1","S9","C1"
"11598",11598,0.382,0.057,-0.414,0.98,0.097,0.762,0.631,1.054,0.107,0.677,"W1","S29","C2"
"11599",11599,-0.034,-1.178,-1.124,-1.081,-0.834,-0.071,0.141,0.221,0.172,0.818,"W1","S20","C2"
"11600",11600,0.703,-0.597,-0.769,0.737,0.521,2.799,0.762,0.221,-0.351,-0.718,"W1","S29","C2"
"11601",11601,-0.381,-1.341,-0.887,0.489,-0.099,-0.928,-0.056,0.177,0.303,-0.374,"W1","S9","C2"
"11602",11602,0.409,-1.405,0.059,-0.367,-0.458,1.946,-0.612,-0.612,0.238,-0.988,"W1","S29","C1"
"11603",11603,0.61,0.403,-0.532,1.241,1.027,2.778,0.075,1.361,0.739,-0.552,"W1","S30","C2"
"11604",11604,0.241,-0.524,0.769,-0.763,-0.54,2.411,1.22,-0.788,-1.527,-1.261,"W1","S30","C1"
"11605",11605,0.382,-1.332,-1.006,-0.939,-0.785,2.221,-0.056,0.221,0.303,0.163,"W1","S19","C2"
"11606",11606,0.172,1.811,-1.242,-1.081,-0.834,0.524,-0.088,0.44,0.477,1.059,"W1","S23","C1"
"11607",11607,0.002,-0.179,-1.006,-1.081,-0.834,0.218,0.664,0.791,0.02,1.249,"W1","S20","C2"
"11608",11608,0.04,-0.215,-0.887,-0.367,-0.409,-0.024,0.73,0.747,-0.089,0.643,"W1","S12","C2"
"11609",11609,0.401,1.338,0.059,-0.763,-0.524,1.318,-1.332,0.44,1.349,0.004,"W1","S29","C2"
"11610",11610,0.205,1.52,-1.242,-0.939,-0.916,2.607,-0.285,0.615,0.717,-1.008,"W1","S23","C1"
"11611",11611,0.064,1.629,-0.769,-0.882,-0.654,0.418,-0.514,0.308,0.717,1.365,"W1","S23","C2"
"11612",11612,-0.092,-1.069,-1.242,0.632,-1.014,-0.54,0.239,0.352,0.151,-0.269,"W1","S23","C2"
"11613",11613,-0.077,1.693,-1.006,1.061,-0.769,-0.524,-0.285,0.396,0.608,-0.406,"W1","S12","C2"
"11614",11614,0.277,-1.26,-1.479,-0.939,-0.85,0.924,0.141,0.528,0.368,0.579,"W1","S30","C2"
"11615",11615,0.854,-1.014,-0.296,0.332,-0.295,1.433,0.337,-0.481,-0.416,1.087,"W1","S24","C1"
"11616",11616,0.509,-0.915,-1.361,0.637,0.048,1.408,0.337,0.44,0.129,0.103,"W1","S29","C2"
"11617",11617,0.253,-0.024,-1.242,-0.567,-0.556,0.695,0.468,0.966,0.259,0.904,"W1","S30","C1"
"11618",11618,0.552,1.329,0.769,1.494,-0.785,2.459,-2.084,0.089,1.61,-1.041,"W1","S29","C2"
"11619",11619,0.768,-0.469,-0.414,0.585,0.717,1.531,0.959,0.177,-0.59,0.93,"W1","S30","C1"
"11620",11620,0.282,0.493,-1.006,-0.677,-0.638,0.842,0.01,1.273,0.761,0.709,"W1","S30","C1"
"11621",11621,-0.022,1.82,-1.361,1.665,-0.605,-0.405,-0.023,0.528,0.456,-0.507,"W1","S12","C2"
"11622",11622,0.816,-0.024,-0.059,0.456,0.244,1.37,0.795,0.879,-0.176,1.119,"W1","S30","C1"
"11623",11623,0.282,1.193,-0.296,-0.796,-0.703,2.826,-1.136,0.835,1.392,-0.593,"W1","S29","C2"
"11624",11624,0.296,-1.16,-0.296,0.194,-0.181,0.726,0.042,-0.481,-0.198,1.07,"W1","S12","C2"
"11625",11625,-0.3,-1.014,-1.597,-1.081,-0.834,-0.283,0.239,0.572,0.281,-1.167,"W1","S9","C2"
"11626",11626,0.813,1.774,0.532,-0.044,-0.132,2.368,-1.136,-0.919,0.434,-0.776,"W1","S29","C2"
"11627",11627,-0.221,-1.169,-0.651,-0.125,-0.671,-0.388,0.108,-0.174,-0.024,-1.297,"W1","S23","C2"
"11628",11628,0.641,-0.651,-1.242,0.137,-0.083,1.894,0.5,0.484,0.02,-0.363,"W1","S30","C2"
"11629",11629,0.428,1.656,-0.532,-0.477,-0.818,1.493,-0.579,0.177,0.695,-0.108,"W1","S29","C2"
"11630",11630,0.933,-0.251,-0.887,-0.367,-0.344,0.939,0.73,0.703,-0.111,1.625,"W1","S30","C1"
"11631",11631,0.492,1.438,-1.597,0.723,-0.932,1.881,-0.088,0.747,0.63,0.564,"W1","S23","C2"
"11632",11632,0.382,0.92,-0.059,-0.567,-0.638,2.496,-1.103,1.273,1.545,0.012,"W1","S29","C5"
"11633",11633,0.375,-0.733,-0.296,0.194,-0.148,0.998,0.762,-0.218,-0.634,0.92,"W1","S12","C2"
"11634",11634,0.246,-1.396,-1.006,0.494,0.048,0.246,-0.121,0.265,0.39,0.16,"W1","S12","C2"
"11635",11635,0.926,1.157,-0.296,1.66,0.636,2.653,-1.07,0.879,1.392,-0.609,"W1","S29","C2"
"11636",11636,0.246,-1.36,-1.006,-0.882,-0.785,0.839,-0.088,0.221,0.347,1.115,"W1","S12","C2"
"11637",11637,0.368,-1.105,-0.887,-0.677,-0.769,2.299,0.206,0.045,0.02,0.233,"W1","S23","C5"
"11638",11638,0.382,-1.205,-0.296,-0.882,-0.703,2.388,-0.023,-0.437,-0.089,0.164,"W1","S23","C5"
"11639",11639,0.416,0.848,0.059,-0.51,-0.671,2.538,-1.07,1.361,1.545,0.081,"W1","S29","C5"
"11640",11640,0.361,-0.578,-1.006,-0.353,-0.246,1.038,0.664,0.396,-0.176,0.922,"W1","S12","C2"
"11641",11641,0.411,0.893,-0.887,-0.677,-0.72,2.303,-0.448,1.186,1.109,0.301,"W1","S29","C5"
"11642",11642,0.382,1.802,-1.361,-0.939,-0.899,2.414,-0.056,0.484,0.477,0.223,"W1","S23","C5"
"11643",11643,0.385,1.765,-0.769,-0.882,-0.785,2.437,-0.35,0.177,0.521,0.207,"W1","S23","C5"
"11644",11644,0.387,1.593,-0.651,-0.763,-0.801,2.459,-0.645,0.265,0.804,0.194,"W1","S23","C5"
"11645",11645,-0.109,-0.578,0.414,-0.796,-0.605,-0.107,1.122,-0.612,-1.244,-0.897,"W1","S20","C2"
"11646",11646,0.476,1.266,-0.414,0.661,-0.181,2.616,-1.005,0.703,1.262,0.21,"W1","S29","C5"
"11647",11647,0.294,-0.415,-0.769,0.07,0.146,0.591,0.795,0.44,-0.285,0.439,"W1","S12","C2"
"11648",11648,0.114,-0.297,-0.651,-0.796,-0.622,0.384,0.828,0.572,-0.242,-0.092,"W1","S30","C2"
"11649",11649,0.478,-0.642,-0.532,-0.51,-0.426,2.184,0.795,0.089,-0.481,0.541,"W1","S23","C5"
"11650",11650,0.531,1.529,-0.178,0.918,-0.099,2.629,-1.037,0.133,0.978,0.246,"W1","S29","C5"
"11651",11651,0.828,-0.869,-0.178,0.351,-0.295,2.341,0.599,-0.481,-0.634,-0.847,"W1","S30","C2"
"11652",11652,0.497,-0.796,-1.597,-0.796,-0.72,2.214,0.337,0.615,0.216,0.624,"W1","S23","C5"
"11653",11653,0.483,1.42,-1.006,-0.653,-0.589,2.349,-0.481,0.659,0.891,0.542,"W1","S29","C5"
"11654",11654,0.581,-0.66,-1.242,-0.567,-0.703,1.663,0.533,0.44,-0.046,0.024,"W1","S29","C2"
"11655",11655,0.619,-1.014,-1.834,0.147,-0.034,2.054,0.206,0.747,0.412,0.754,"W1","S29","C2"
"11656",11656,0.485,1.247,-1.006,-0.763,-0.671,2.324,-0.514,0.835,1,0.579,"W1","S29","C5"
"11657",11657,0.646,1.438,-1.834,-0.882,-0.834,1.891,0.075,0.791,0.543,-0.471,"W1","S29","C2"
"11658",11658,0.926,-1.369,-0.059,2.065,-1.716,1.444,-0.448,-0.481,0.194,1.274,"W1","S29","C2"
"11659",11659,1.012,0.503,-1.597,1.346,0.211,2.979,0.141,1.01,0.586,-0.268,"W1","S29","C2"
"11660",11660,0.48,0.984,-1.597,-0.939,-0.85,2.272,0.01,0.922,0.673,0.701,"W1","S23","C5"
"11661",11661,0.495,1.029,-1.715,-0.653,-0.605,2.317,0.01,0.922,0.652,0.672,"W1","S29","C5"
"11662",11662,0.844,1.493,-0.887,-0.763,-0.867,2.661,-0.514,0.528,0.848,-0.788,"W1","S29","C1"
"11663",11663,0.421,-0.978,-0.414,0.389,-0.214,1.211,0.402,-0.349,-0.394,1.086,"W1","S29","C2"
"11664",11664,1.146,-1.323,0.177,0.799,-0.23,1.494,-0.481,-0.832,0.02,1.384,"W1","S30","C1"
"11665",11665,0.488,-0.36,-1.124,-0.567,-0.72,2.715,0.664,0.615,-0.067,0.503,"W1","S29","C1"
"11666",11666,0.868,-0.642,0.532,-0.248,-0.605,2.571,1.057,-0.832,-1.309,-1.319,"W1","S30","C2"
"11667",11667,0.483,1.656,-1.242,0.266,-0.181,1.403,-0.187,0.572,0.608,0.917,"W1","S29","C2"
"11668",11668,0.818,-0.951,-0.887,-0.51,-0.932,2.547,0.402,0.089,-0.111,-1.336,"W1","S29","C2"
"11669",11669,-0.396,-1.169,-0.414,-0.215,-0.181,-0.614,0.075,-0.305,-0.089,-0.157,"W1","S9","C2"
"11670",11670,0.562,-0.924,-0.414,0.194,-0.197,1.813,0.5,-0.349,-0.481,0.35,"W1","S29","C2"
"11671",11671,0.739,1.475,-0.887,-0.353,-0.426,2.313,-0.514,0.572,0.87,-0.56,"W1","S29","C1"
"11672",11672,0.971,-0.86,-1.006,-0.082,0.064,2.815,0.468,0.177,-0.111,-1.046,"W1","S29","C1"
"11673",11673,0.543,-1.042,-1.124,0.061,-0.475,2.49,0.271,0.265,0.063,0.948,"W1","S29","C1"
"11674",11674,0.866,1.683,-1.242,-0.444,-0.426,2.657,-0.154,0.528,0.586,-1.069,"W1","S29","C1"
"11675",11675,0.507,-0.669,-0.769,-0.939,-0.72,2.65,0.73,0.133,-0.351,0.855,"W1","S23","C1"
"11676",11676,0.808,0.839,-0.296,2.127,0.946,3.423,-0.808,1.361,1.392,-0.028,"W1","S29","C2"
"11677",11677,0.579,0.13,-1.006,-0.082,-0.197,1.875,0.435,1.098,0.347,0.677,"W1","S30","C2"
"11678",11678,1.239,-0.642,-1.124,0.266,0.178,1.022,0.599,0.396,-0.111,2.253,"W1","S40","C1"
"11679",11679,0.401,-0.969,-0.059,-0.215,-0.165,1.403,0.402,-0.612,-0.569,1.274,"W1","S29","C2"
"11680",11680,0.753,-0.061,0.65,-0.653,-0.687,2.242,0.959,0.615,-0.59,1.404,"W1","S29","C2"
"11681",11681,0.574,0.548,-0.532,-0.491,-0.475,2.151,-0.187,1.405,0.957,0.344,"W1","S29","C1"
"11682",11682,0.818,-1.178,-1.715,-0.31,-0.72,2.626,0.173,0.659,0.39,-0.343,"W1","S29","C1"
"11683",11683,0.828,-1.26,-1.715,0.004,-0.654,2.621,0.141,0.659,0.412,-0.283,"W1","S29","C1"
"11684",11684,0.986,-0.606,-1.834,-0.272,-0.524,3.014,0.271,0.747,0.347,-0.691,"W1","S29","C1"
"11685",11685,0.471,-0.033,-0.296,-0.939,-0.752,1.735,0.762,0.922,-0.089,0.843,"W1","S19","C2"
"11686",11686,0.552,-0.869,-1.361,-1.081,-0.834,2.845,0.37,0.44,0.129,0.749,"W1","S23","C1"
"11687",11687,0.828,1.82,-1.006,-0.677,-0.834,2.797,-0.187,0.308,0.456,-0.386,"W1","S20","C1"
"11688",11688,0.533,-0.924,-0.887,-0.939,-0.752,2.849,0.435,0.089,-0.155,0.718,"W1","S19","C1"
"11689",11689,0.88,-0.588,-0.651,-0.072,-0.475,2.931,0.795,0.177,-0.416,-0.422,"W1","S29","C1"
"11690",11690,0.301,-0.851,-0.532,0.456,-0.132,0.245,0.566,-0.174,-0.416,0.739,"W1","S29","C2"
"11691",11691,0.77,-0.697,-0.532,1.341,0.064,2.481,0.762,0.002,-0.481,0.062,"W1","S29","C1"
"11692",11692,0.988,-1.351,1.478,1.294,0.244,3.11,-1.234,-2.104,-0.285,-0.4,"W1","S29","C1"
"11693",11693,0.224,-1.105,-0.769,-1.081,-0.834,0.053,0.206,-0.042,-0.024,0.912,"W1","S20","C2"
"11694",11694,0.732,0.666,0.177,0.437,-0.132,3.014,-0.743,1.493,1.349,0.365,"W1","S30","C2"
"11695",11695,0.49,0.848,-0.769,0.061,0.44,0.881,-0.481,1.273,1.153,0.765,"W1","S29","C2"
