"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
0.585,0.072,0.167,0.168,0.366,0.354,0.846,0.846,0.535,0.297,"W3","S33","C1"
0.64,0.817,0.091,0.177,0.239,0.492,0.795,0.941,0.693,0.16,"W1","S29","C1"
0.716,0.125,0.061,0.129,0.229,0.794,0.87,0.909,0.575,0.101,"W1","S38","C1"
0.407,0.925,0.258,0.168,0.35,0.113,0.701,0.85,0.693,0.305,"W1","S29","C2"
0.658,0.567,0.045,0.086,0.227,0.708,0.858,0.953,0.634,0.335,"W1","S29","C1"
0.589,0.019,0.258,0.137,0.292,0.211,0.776,0.803,0.555,0.307,"W1","S29","C1"
0.679,0.053,0.136,0.49,0.331,0.823,0.843,0.874,0.567,0.201,"W1","S29","C1"
0.475,0.586,0.015,0.228,0.247,0.311,0.858,0.945,0.626,0.295,"W1","S12","C2"
0.582,0.103,0.379,0.251,0.419,0.266,0.827,0.693,0.35,0.362,"W3","S24","C1"
0.629,0.108,0.152,0.231,0.27,0.522,0.87,0.862,0.52,0.601,"W1","S29","C1"
0.625,0.939,0.258,0.299,0.271,0.138,0.717,0.843,0.673,0.218,"W3","S22","C1"
0.511,0.064,0.182,0.137,0.229,0.098,0.839,0.843,0.535,0.201,"W3","S32","C2"
0.599,0.75,0.061,0.323,0.309,0.822,0.819,0.949,0.673,0.663,"W1","S12","C2"
0.499,0.197,0.485,0.021,0.211,0.045,0.929,0.63,0.118,0.327,"W1","S30","C5"
0.636,0.417,0.136,0.129,0.218,0.296,0.913,0.945,0.547,0.088,"W1","S23","C1"
0.742,0.808,0.212,0.125,0.249,0.523,0.701,0.933,0.78,0.252,"W3","S32","C1"
0.55,0.575,0.303,0.043,0.233,0.838,0.795,1,0.705,0.524,"W1","S30","C2"
0.567,0.239,0.136,0.323,0.19,0.236,0.921,0.886,0.48,0.147,"W3","S32","C2"
0.493,0.194,0.348,0.086,0.262,0.752,0.933,0.744,0.276,0.615,"W1","S29","C2"
0.541,0.161,0.258,0.11,0.275,0.067,0.906,0.791,0.386,0.313,"W1","S29","C2"
0.703,0.472,0.591,0.086,0.27,0.557,0.854,0.882,0.402,0.447,"W3","S33","C7"
0.558,0.689,0.121,0.477,0.329,0.858,0.795,0.972,0.717,0.852,"W1","S29","C2"
0.598,0.153,0.258,0.452,0.539,0.118,0.898,0.791,0.394,0.144,"W3","S33","C2"
0.5,0.119,0.167,0.107,0.26,0.389,0.874,0.846,0.496,0.366,"W1","S12","C2"
0.292,0.261,0.409,0.213,0.362,0.066,0.984,0.736,0.185,0.111,"W3","S3","C3"
0.703,0.936,0.212,0.286,0.274,0.11,0.744,0.87,0.669,0.218,"W2","S23","C1"
0.535,0.036,0.197,0.061,0.242,0.323,0.815,0.843,0.559,0.263,"W3","S33","C1"
0.651,0.914,0.106,0.211,0.224,0.617,0.803,0.913,0.657,0.16,"W1","S29","C1"
0.581,0.875,0.121,0.089,0.217,0.34,0.78,0.917,0.689,0.131,"W3","S22","C1"
0.649,0.069,0.197,0.064,0.226,0.24,0.839,0.835,0.524,0.036,"W1","S23","C1"
0.635,0.031,0.076,0.061,0.225,0.356,0.846,0.906,0.598,0.176,"W1","S29","C1"
0.275,0.958,0.318,0.152,0.317,0.13,0.689,0.799,0.642,0.094,"W4","S10","C6"
0.742,0.094,0.348,0.195,0.359,0.315,0.827,0.724,0.39,0.161,"W3","S39","C7"
0.366,0.311,0.424,0.125,0.283,0.24,1,0.776,0.197,0.243,"W3","S4","C3"
0.682,0.158,0.076,0.03,0.225,0.814,0.878,0.902,0.559,0.152,"W1","S22","C1"
0.641,0.014,0.136,0.061,0.225,0.301,0.823,0.878,0.598,0.393,"W1","S29","C1"
0.66,0.125,0.152,0.49,0.311,0.165,0.878,0.862,0.512,0.331,"W3","S32","C1"
0.574,0.956,0.136,0.107,0.283,0.053,0.799,0.89,0.638,0.075,"W2","S22","C1"
0.469,0.222,0.288,0.064,0.26,0.25,0.953,0.791,0.323,0.235,"W3","S33","C5"
0.624,0.333,0.152,0.41,0.298,0.262,0.937,0.909,0.484,0.124,"W3","S32","C2"
0.387,0.272,0.318,0.043,0.247,0.312,0.98,0.815,0.303,0.331,"W3","S11","C3"
0.594,0.125,0.121,0.334,0.279,0.564,0.878,0.874,0.528,0.606,"W1","S29","C1"
0.537,0.256,0.273,0.219,0.35,0.796,0.965,0.827,0.346,0.606,"W1","S29","C2"
0.532,0.997,0.197,0.021,0.234,0.483,0.783,0.846,0.598,0.257,"W1","S29","C2"
0.704,0.061,0.318,0.455,0.497,0.518,0.791,0.744,0.461,0.271,"W3","S31","C1"
0.432,0.983,0.03,0.122,0.216,0.216,0.846,0.925,0.618,0.546,"W1","S12","C2"
0.414,0.089,0.242,0.064,0.242,0.295,0.846,0.803,0.48,0.71,"W1","S12","C2"
0.587,0.167,0.136,0.077,0.216,0.398,0.894,0.87,0.5,0.049,"W1","S22","C1"
0.618,0.736,0.121,0.339,0.344,0.376,0.787,0.961,0.717,0.268,"W3","S32","C2"
0.424,0.708,0.197,0.077,0.245,0.227,0.748,0.976,0.768,0.13,"W3","S33","C5"
0.334,0.647,0.273,0.172,0.291,0.181,0.736,0.996,0.783,0.115,"W4","S10","C6"
0.533,0.531,0.076,0.346,0.238,0.5,0.866,0.961,0.63,0.558,"W1","S12","C2"
0.708,0.283,0.091,0,0.224,0.537,0.906,0.917,0.539,0.513,"W1","S38","C7"
0.557,0.603,0.076,0.477,0.161,0.199,0.846,0.965,0.657,0.232,"W3","S31","C2"
0.662,0.211,0.212,0.021,0.217,0.207,0.933,0.835,0.409,0.348,"W1","S29","C1"
0.716,0.889,0.288,0.077,0.269,0.438,0.665,0.862,0.744,0.347,"W3","S24","C1"
0.75,0.369,0.121,0.428,0.262,0.135,0.921,0.929,0.528,0.601,"W2","S38","C1"
0.584,0.508,0.152,0.304,0.357,0.763,0.878,0.972,0.614,0.093,"W1","S29","C2"
0.641,0.125,0.242,0.096,0.227,0.224,0.878,0.803,0.437,0.017,"W1","S22","C1"
0.537,0.992,0.076,0.384,0.248,0.464,0.839,0.909,0.618,0.522,"W1","S12","C2"
0.643,0.144,0.227,0.122,0.258,0.737,0.894,0.811,0.425,0.411,"W1","S22","C1"
0.426,0.106,0.242,0.375,0.177,0.187,0.858,0.799,0.453,0.197,"W1","S23","C2"
0.559,0.003,0.197,0.472,0.404,0.372,0.791,0.846,0.594,0.209,"W3","S32","C2"
0.649,0.633,0.197,0.334,0.346,0.837,0.791,0.992,0.732,0.252,"W1","S30","C2"
0.715,0.256,0.303,0.322,0.363,0.565,0.969,0.807,0.311,0.144,"W3","S33","C1"
0.762,0.533,0.273,0.442,0.473,0.316,0.85,0.988,0.642,0.141,"W3","S32","C1"
0.557,0.878,0.227,0.198,0.22,0.255,0.709,0.89,0.732,0.249,"W3","S32","C2"
0.271,0.578,0.152,0.043,0.23,0.111,0.839,0.984,0.677,0.165,"W3","S3","C3"
0.681,0.05,0.045,0.168,0.224,0.79,0.854,0.917,0.602,0.244,"W1","S22","C1"
0.779,0.15,0.121,0.48,0.453,0.422,0.886,0.878,0.516,0.305,"W3","S39","C7"
0.806,0.319,0.379,0.299,0.323,0.318,0.996,0.811,0.256,0.484,"W1","S40","C7"
0.283,0.525,0.348,0.152,0.295,0.164,0.843,0.984,0.622,0.229,"W3","S4","C3"
0.328,0.906,0.212,0.155,0.264,0.06,0.724,0.882,0.705,0.223,"W4","S6","C3"
0.409,0.183,0.167,0.107,0.207,0.192,0.909,0.854,0.461,0.063,"W1","S23","C2"
0.515,0.939,0.212,0.334,0.466,0.168,0.748,0.866,0.665,0.322,"W3","S33","C2"
0.598,0.364,0.227,0.068,0.243,0.062,0.957,0.909,0.445,0.173,"W1","S23","C1"
0.584,0.517,0.106,0.501,0.362,0.296,0.874,0.969,0.622,0.37,"W3","S32","C2"
0.358,0.15,0.136,0.215,0.26,0.179,0.886,0.87,0.512,0.582,"W1","S18","C2"
0.487,0.336,0.167,0.089,0.251,0.189,0.941,0.909,0.472,0.434,"W3","S31","C2"
0.488,0.133,0.182,0.168,0.289,0.193,0.882,0.839,0.472,0.273,"W3","S11","C2"
0.659,0.881,0.333,0.279,0.344,0.045,0.618,0.843,0.768,0.166,"W2","S22","C1"
0.688,0.625,0.167,0.107,0.24,0.546,0.811,0.984,0.713,0.368,"W1","S23","C7"
0.67,0.239,0.167,0.48,0.452,0.358,0.929,0.874,0.461,0.415,"W3","S31","C1"
0.322,0.614,0.47,0.116,0.329,0.154,0.654,0.984,0.803,0.186,"W3","S3","C3"
0.302,0.911,0.409,0.279,0.484,0.073,0.575,0.78,0.732,0.081,"W4","S10","C3"
0.421,0.997,0.288,0.048,0.244,0.366,0.736,0.791,0.583,0.306,"W1","S29","C2"
0.516,0.917,0.273,0.136,0.278,0.175,0.689,0.85,0.705,0.223,"W1","S30","C2"
0.475,0.275,0.197,0.136,0.279,0.548,0.949,0.87,0.425,0.753,"W1","S30","C2"
0.599,0.039,0.182,0.03,0.226,0.139,0.823,0.85,0.563,0.026,"W3","S23","C1"
0.57,0.125,0.076,0.192,0.244,0.721,0.87,0.902,0.563,0.644,"W1","S29","C2"
0.648,0.919,0.152,0.068,0.233,0.085,0.776,0.898,0.669,0.184,"W2","S23","C1"
0.528,0.103,0.152,0.136,0.267,0.465,0.866,0.858,0.52,0.633,"W1","S12","C2"
0.348,0.908,0.242,0.183,0.332,0.108,0.713,0.87,0.705,0.097,"W3","S10","C6"
0.677,0.842,0.152,0.219,0.273,0.064,0.76,0.925,0.72,0.162,"W3","S23","C1"
0.477,0.239,0.303,0.068,0.269,0.46,0.965,0.791,0.303,0.704,"W1","S29","C2"
0.477,0.228,0.106,0.435,0.331,0.418,0.906,0.898,0.52,0.232,"W3","S32","C2"
0.116,0.022,0.379,0.163,0.335,0.069,0.72,0.72,0.508,0.097,"W4","S10","C6"
0.474,0.206,0.152,0.086,0.244,0.366,0.913,0.874,0.48,0.332,"W1","S12","C2"
0.438,0.917,0.197,0.077,0.245,0.223,0.744,0.882,0.685,0.173,"W3","S10","C5"
0.143,0.369,0.379,0.221,0.38,0.063,0.984,0.862,0.319,0.064,"W4","S1","C3"
0.657,0.147,0.152,0.286,0.275,0.456,0.89,0.858,0.496,0.477,"W1","S29","C1"
0.604,0.131,0.167,0.163,0.235,0.2,0.882,0.846,0.488,0.255,"W3","S32","C1"
0.65,0.058,0.197,0.163,0.292,0.123,0.831,0.835,0.531,0.287,"W3","S22","C1"
0.706,0.75,0.076,0.591,0.43,0.238,0.815,0.949,0.681,0.35,"W3","S31","C1"
0.749,0.789,0.03,0.243,0.247,0.131,0.843,0.941,0.642,0.297,"W3","S32","C7"
0.148,0.236,0.47,0.31,0.399,0.072,0.969,0.677,0.122,0.055,"W4","S1","C3"
0.272,0.219,0.348,0.061,0.243,0.1,0.957,0.756,0.264,0.109,"W4","S1","C3"
0.52,0.022,0.076,0.24,0.279,0.402,0.843,0.906,0.602,0.318,"W1","S29","C2"
0.537,0.325,0.091,0.172,0.236,0.585,0.909,0.921,0.535,0.61,"W1","S12","C2"
0.762,0.486,0.121,0.771,0.456,0.438,0.886,0.965,0.602,0.161,"W3","S38","C7"
0.684,0.5,0.409,0.116,0.288,0.481,0.862,0.961,0.551,0.427,"W1","S22","C1"
0.562,0.139,0.167,0.537,0.337,0.177,0.886,0.85,0.488,0.253,"W3","S33","C2"
0.217,0.003,0.424,0.13,0.349,0.112,0.665,0.693,0.531,0.086,"W4","S6","C6"
0.675,0.314,0.03,0.048,0.224,0.733,0.874,0.933,0.594,0.11,"W1","S22","C1"
0.669,0.267,0.091,0.021,0.22,0.342,0.909,0.909,0.524,0.206,"W3","S23","C1"
0.405,0.506,0.53,0.107,0.295,0.274,0.815,0.933,0.528,0.169,"W3","S4","C3"
0.61,0.067,0.136,0.021,0.225,0.198,0.846,0.866,0.555,0.248,"W3","S20","C1"
0.429,0.025,0.091,0.346,0.262,0.164,0.843,0.898,0.598,0.288,"W1","S29","C2"
0.664,0.947,0.182,0.03,0.22,0.593,0.764,0.874,0.654,0.264,"W3","S22","C1"
0.643,0.597,0.167,0.192,0.222,0.372,0.823,0.988,0.697,0.093,"W3","S32","C2"
0.74,0.767,0.152,0.392,0.224,0.481,0.764,0.953,0.736,0.22,"W1","S39","C1"
0.653,0.936,0.182,0.048,0.249,0.385,0.76,0.878,0.665,0.127,"W3","S32","C1"
0.704,0.344,0.045,0.137,0.235,0.877,0.886,0.933,0.575,0.047,"W1","S22","C1"
0.437,0.228,0.47,0.11,0.331,0.025,0.961,0.669,0.122,0.253,"W1","S30","C5"
0.735,0.964,0.258,0.387,0.248,0.515,0.728,0.827,0.634,0.491,"W3","S40","C7"
0.45,0.375,0.076,0.061,0.245,0.236,0.902,0.937,0.563,0.302,"W1","S12","C2"
0.135,0.742,0.485,0.137,0.287,0.089,0.488,0.921,0.941,0.074,"W4","S10","C3"
0.496,0.022,0.273,0.24,0.221,0.114,0.768,0.787,0.547,0.017,"W3","S33","C2"
0.512,0.967,0.136,0.11,0.305,0.098,0.799,0.886,0.634,0.08,"W3","S33","C2"
0.51,0.592,0.212,0.096,0.271,0.114,0.815,0.992,0.705,0.017,"W3","S32","C2"
0.253,0.817,0.303,0.077,0.279,0.145,0.638,0.909,0.823,0.212,"W4","S10","C6"
0.652,0.197,0.167,0.048,0.227,0.266,0.917,0.858,0.453,0.612,"W2","S22","C1"
0.638,0.25,0.106,0.122,0.297,0.015,0.909,0.902,0.52,0.319,"W2","S32","C1"
0.443,0.875,0.015,0.021,0.212,0.508,0.85,0.933,0.626,0.808,"W1","S30","C2"
0.271,0.047,0.167,0,0.224,0.136,0.831,0.858,0.559,0.177,"W3","S16","C6"
0.42,0.994,0.348,0.03,0.243,0.173,0.697,0.748,0.571,0.361,"W1","S29","C2"
0.722,0.556,0.182,0.304,0.217,0.23,0.846,0.988,0.661,0.563,"W2","S32","C1"
0.675,0.069,0.136,0.043,0.212,0.413,0.85,0.87,0.555,0.28,"W1","S22","C1"
0.642,0.125,0.076,0,0.224,0.295,0.874,0.898,0.559,0.088,"W1","S23","C1"
0.246,0.225,0.212,0.155,0.252,0.056,0.937,0.846,0.417,0.095,"W4","S2","C3"
0.636,0.844,0.167,0.089,0.221,0.331,0.748,0.921,0.728,0.107,"W3","S23","C1"
0.501,0.592,0.561,0.472,0.632,0.156,0.634,0.961,0.756,0.239,"W3","S28","C2"
0.807,0.028,0.167,0.349,0.497,0.165,0.823,0.862,0.579,0.234,"W2","S40","C7"
0.146,0.322,0.364,0.116,0.295,0.06,0.996,0.823,0.272,0.097,"W4","S1","C3"
0.509,0.369,0.167,0.107,0.242,0.451,0.937,0.925,0.492,0.29,"W1","S12","C2"
0.211,0.178,0.136,0.231,0.297,0.106,0.902,0.87,0.492,0.066,"W4","S2","C3"
0.604,0.319,0.318,0.183,0.187,0.109,0.988,0.846,0.323,0.109,"W1","S29","C1"
0.561,0.611,0.227,0.614,0.457,0.364,0.795,0.996,0.728,0.205,"W3","S33","C2"
0.585,0.361,0.227,0.407,0.483,0.175,0.957,0.909,0.445,0.093,"W1","S29","C2"
0.663,0.558,0.212,0.152,0.28,0.358,0.839,0.992,0.669,0.144,"W3","S32","C2"
0.582,0.183,0.242,0.375,0.146,0.675,0.921,0.811,0.386,0.188,"W1","S29","C1"
0.458,0.172,0.212,0.322,0.27,0.233,0.909,0.831,0.433,0.402,"W1","S12","C2"
0.443,0.875,0.121,0.064,0.253,0.322,0.787,0.921,0.685,0.563,"W1","S12","C2"
0.687,0.122,0.303,0.136,0.257,0.102,0.866,0.76,0.39,0.273,"W2","S23","C1"
0.601,0.661,0.152,0.346,0.329,0.821,0.791,0.98,0.728,0.265,"W1","S29","C2"
0.705,0.917,0.212,0.451,0.217,0.334,0.728,0.874,0.693,0.095,"W3","S32","C1"
0.555,0.053,0.136,0.203,0.267,0.529,0.843,0.866,0.563,0.335,"W1","S29","C2"
0.536,0.425,0.182,0.107,0.248,0.641,0.921,0.949,0.535,0.367,"W1","S30","C2"
0.668,0.111,0.242,0.068,0.225,0.261,0.866,0.803,0.449,0.629,"W2","S22","C1"
0.661,0.664,0.167,0.236,0.315,0.2,0.787,0.98,0.736,0.343,"W3","S33","C1"
0.201,0.067,0.409,0.271,0.326,0.118,0.764,0.677,0.402,0.122,"W4","S10","C6"
0.324,0.264,0.091,0.152,0.291,0.033,0.902,0.909,0.535,0.068,"W3","S4","C3"
0.769,0.947,0.136,0.666,0.385,0.185,0.795,0.898,0.646,0.245,"W3","S38","C7"
0.62,0.486,0.333,0.699,0.419,0.451,0.89,0.965,0.551,0.28,"W3","S33","C2"
0.55,0.75,0.182,0.46,0.305,0.859,0.74,0.961,0.768,0.805,"W1","S29","C2"
0.579,0.369,0.182,0.336,0.278,0.641,0.941,0.921,0.488,0.097,"W1","S29","C2"
0.579,0.294,0.242,0.136,0.284,0.304,0.965,0.862,0.386,0.339,"W3","S32","C2"
0.502,0.969,0.258,0.173,0.31,0.241,0.736,0.831,0.63,0.241,"W3","S13","C6"
0.574,0.375,0.167,0.116,0.203,0.137,0.933,0.929,0.504,0.168,"W3","S32","C2"
0.994,0.961,0.242,0.653,0.314,0.629,0.74,0.839,0.642,0.353,"W3","S40","C7"
0.445,0.244,0.212,0.452,0.384,0.194,0.945,0.854,0.413,0.111,"W1","S23","C2"
0.652,0.144,0.167,0.375,0.287,0.508,0.89,0.854,0.488,0.49,"W1","S29","C1"
0.548,0.053,0.258,0.232,0.226,0.082,0.811,0.799,0.512,0.037,"W3","S33","C2"
0.593,0.903,0.167,0.305,0.125,0.263,0.756,0.898,0.689,0.289,"W3","S32","C2"
0.566,0.081,0.227,0.548,0.444,0.192,0.839,0.807,0.488,0.368,"W3","S33","C2"
0.435,0.55,0.03,0.107,0.224,0.214,0.858,0.949,0.626,0.556,"W1","S12","C2"
0.507,0.906,0.409,0.061,0.27,0.783,0.571,0.783,0.74,0.658,"W1","S24","C2"
0.671,0.056,0.182,0.213,0.305,0.163,0.835,0.846,0.547,0.703,"W2","S22","C1"
0.508,0.669,0.424,0.215,0.461,0.295,0.614,0.98,0.87,0.163,"W3","S13","C2"
0.438,0.231,0.288,0.061,0.251,0.046,0.957,0.807,0.335,0.064,"W1","S30","C5"
0.54,0.806,0.076,0.251,0.274,0.761,0.811,0.941,0.677,0.631,"W1","S29","C2"
0.52,0.381,0.394,0.163,0.355,0.637,0.98,0.866,0.323,0.047,"W1","S30","C2"
0.555,0.175,0.106,0.28,0.315,0.576,0.894,0.886,0.52,0.747,"W1","S12","C2"
0.415,0.244,0.182,0.064,0.208,0.204,0.937,0.866,0.433,0.118,"W1","S23","C2"
0.552,0.228,0.212,0.03,0.231,0.517,0.941,0.843,0.406,0.207,"W1","S30","C2"
0.632,0.981,0.258,0.144,0.226,0.192,0.744,0.819,0.614,0.043,"W3","S24","C1"
0.268,0.344,0.318,0.185,0.422,0.049,0.984,0.862,0.343,0.264,"W4","S6","C4"
0.449,0.144,0.152,0,0.224,0.43,0.89,0.858,0.492,0.319,"W1","S20","C2"
0.73,0.156,0.152,0.03,0.224,0.165,0.894,0.858,0.488,0.188,"W2","S38","C7"
0.302,0.933,0.303,0,0.224,0.151,0.673,0.819,0.685,0.221,"W3","S10","C6"
0.636,0.392,0.045,0.13,0.222,0.155,0.886,0.937,0.587,0.268,"W1","S22","C1"
0.117,0.025,0.424,0.043,0.202,0.065,0.697,0.681,0.484,0.093,"W4","S10","C6"
0.593,0.342,0.106,0.091,0.224,0.373,0.909,0.925,0.539,0.085,"W1","S23","C1"
0.765,0.025,0.091,0.251,0.38,0.727,0.839,0.894,0.598,0.086,"W1","S38","C1"
0.407,0.531,0.424,0.129,0.309,0.366,0.811,0.976,0.622,0.146,"W3","S4","C3"
0.606,0.3,0.076,0.236,0.253,0.414,0.898,0.921,0.555,0.863,"W1","S29","C1"
0.307,0.594,0.439,0.077,0.27,0.021,0.705,0.992,0.756,0.122,"W3","S3","C3"
0.498,0.181,0.258,0.203,0.291,0.38,0.917,0.803,0.382,0.263,"W1","S29","C2"
0.554,0.006,0.318,0.173,0.276,0.045,0.728,0.768,0.559,0.075,"W3","S31","C2"
0.355,0.553,0.258,0.144,0.275,0.147,0.835,0.992,0.669,0.166,"W3","S4","C3"
0.758,0.822,0.182,0.603,0.472,0.139,0.732,0.929,0.748,0.071,"W2","S33","C1"
0.255,0.306,0.258,0.116,0.309,0.118,0.969,0.866,0.382,0.109,"W4","S3","C3"
0.276,0.956,0.258,0.048,0.229,0.08,0.72,0.831,0.646,0.176,"W3","S10","C6"
0.773,0.5,0.121,0.558,0.481,0.225,0.878,0.965,0.614,0.222,"W3","S38","C7"
0.441,0.164,0.091,0.136,0.227,0.389,0.882,0.898,0.547,0.307,"W1","S12","C2"
0.621,0.25,0.045,0.096,0.226,0.579,0.882,0.921,0.575,0.191,"W1","S23","C1"
0.792,0.95,0.152,0.424,0.5,0.152,0.783,0.886,0.646,0.204,"W2","S40","C7"
0.537,0.033,0.227,0.091,0.229,0.522,0.803,0.823,0.551,0.322,"W1","S29","C2"
0.449,0.303,0.152,0.384,0.314,0.225,0.937,0.902,0.476,0.097,"W1","S23","C2"
0.636,0.572,0.182,0.107,0.258,0.319,0.835,0.988,0.677,0.11,"W3","S32","C2"
0.692,0.117,0.197,0.301,0.253,0.398,0.874,0.835,0.484,0.151,"W3","S22","C1"
0.343,0.036,0.227,0.261,0.248,0.051,0.803,0.819,0.547,0.385,"W1","S29","C2"
0.69,0.794,0.348,0.641,0.406,0.512,0.587,0.913,0.862,0.314,"W3","S31","C1"
0.768,0.314,0.182,0.38,0.432,0.292,0.949,0.894,0.449,0.212,"W1","S35","C7"
0.635,0.269,0.061,0.168,0.258,0.648,0.89,0.921,0.563,0.255,"W1","S23","C1"
0.514,0.183,0.091,0.279,0.261,0.575,0.894,0.894,0.531,0.81,"W1","S12","C2"
0.252,0.961,0.061,0.021,0.218,0.084,0.835,0.917,0.626,0.127,"W3","S14","C6"
0.308,0.039,0.379,0.048,0.239,0.094,0.74,0.705,0.469,0.202,"W3","S10","C6"
0.646,0.336,0.106,0.289,0.256,0.06,0.913,0.921,0.531,0.79,"W2","S23","C1"
0.388,0.178,0.091,0.228,0.318,0.149,0.89,0.898,0.535,0.116,"W1","S12","C2"
0.555,0.525,0.152,0.322,0.344,0.417,0.87,0.972,0.63,0.229,"W1","S12","C2"
0.3,0.597,0.379,0.064,0.266,0.261,0.732,1,0.756,0.03,"W3","S4","C3"
0.441,0.125,0.227,0.11,0.258,0.354,0.878,0.807,0.441,0.052,"W3","S31","C5"
0.524,0.058,0.121,0.021,0.227,0.203,0.846,0.878,0.571,0.208,"W1","S29","C2"
0.622,0.256,0.121,0.15,0.242,0.641,0.917,0.894,0.496,0.368,"W1","S29","C1"
0.557,0.533,0.273,0.428,0.337,0.392,0.85,0.988,0.638,0.279,"W3","S33","C2"
0.492,0.292,0.167,0.048,0.224,0.258,0.941,0.89,0.457,0.35,"W1","S29","C2"
0.535,0.222,0.121,0.048,0.236,0.661,0.909,0.886,0.5,0.812,"W1","S20","C2"
0.597,0.794,0.212,0.068,0.253,0.189,0.705,0.941,0.783,0.358,"W3","S22","C1"
0.739,0.264,0.045,0.43,0.278,0.127,0.882,0.925,0.579,0.196,"W3","S32","C7"
0.432,0.783,0.576,0.422,0.549,0.116,0.358,0.831,0.961,0.26,"W3","S28","C2"
0.525,0.044,0.136,0.125,0.274,0.588,0.835,0.874,0.575,0.863,"W1","S29","C2"
0.396,0.208,0.121,0.334,0.266,0.137,0.906,0.886,0.5,0.139,"W3","S11","C3"
0.537,0.708,0.106,0.232,0.261,0.761,0.807,0.961,0.701,0.615,"W1","S29","C2"
0.59,0.158,0.318,0.611,0.473,0.213,0.902,0.748,0.327,0.38,"W3","S33","C1"
0.648,0.344,0.076,0.107,0.244,0.524,0.902,0.929,0.551,0.668,"W1","S29","C1"
0.46,0.564,0.227,0.03,0.23,0.281,0.831,0.992,0.681,0.357,"W1","S30","C2"
0.633,0.875,0.258,0.204,0.224,0.54,0.681,0.882,0.748,0.217,"W3","S22","C1"
0.655,0.889,0.106,0.096,0.216,0.099,0.795,0.917,0.673,0.19,"W3","S23","C1"
0.599,0.625,0.045,0.498,0.292,0.827,0.846,0.953,0.646,0.548,"W1","S29","C2"
0.628,0.75,0.061,0.245,0.262,0.25,0.819,0.949,0.673,0.103,"W3","S32","C1"
0.604,0.203,0.076,0.021,0.226,0.36,0.89,0.906,0.547,0.264,"W3","S32","C1"
0.575,0.35,0.152,0.325,0.209,0.162,0.937,0.917,0.492,0.195,"W3","S32","C2"
0.585,0.364,0.136,0.517,0.503,0.102,0.929,0.925,0.512,0.172,"W1","S29","C2"
0.578,0.189,0.258,0.327,0.274,0.597,0.925,0.807,0.378,0.679,"W1","S29","C2"
0.379,0.008,0.076,0.021,0.227,0.118,0.843,0.909,0.61,0.242,"W1","S20","C2"
0.568,0.289,0.152,0.346,0.322,0.705,0.937,0.894,0.469,0.754,"W1","S12","C2"
0.479,0.336,0.167,0.245,0.251,0.342,0.937,0.909,0.48,0.213,"W1","S29","C2"
0.672,0.083,0.121,0.366,0.298,0.869,0.858,0.878,0.551,0.17,"W1","S29","C1"
0.712,0.103,0.152,0,0.224,0.747,0.866,0.862,0.524,0.039,"W1","S38","C1"
0.714,0.606,0.152,0.344,0.301,0.585,0.823,0.984,0.697,0.299,"W1","S23","C7"
0.474,0.375,0.03,0.275,0.249,0.304,0.878,0.937,0.594,0.269,"W1","S12","C2"
0.583,0.833,0.227,0.048,0.252,0.429,0.697,0.917,0.772,0.083,"W1","S29","C1"
0.663,0.133,0.197,0.395,0.319,0.263,0.882,0.835,0.472,0.422,"W3","S24","C1"
0.485,0.967,0.152,0.144,0.27,0.299,0.791,0.878,0.634,0.249,"W1","S29","C2"
0.681,0.833,0.212,0.129,0.323,0.673,0.705,0.917,0.764,0.124,"W1","S22","C1"
0.566,0.553,0.318,0.163,0.253,0.647,0.819,0.996,0.673,0.239,"W1","S29","C2"
0.735,0.492,0.242,0.611,0.444,0.149,0.89,0.972,0.583,0.204,"W3","S40","C7"
0.646,0.414,0.455,0.211,0.318,0.015,0.957,0.87,0.331,0.446,"W2","S32","C1"
0.415,0.861,0.348,0.163,0.34,0.207,0.598,0.858,0.799,0.15,"W3","S13","C6"
0.513,0.728,0.485,0.243,0.475,0.291,0.492,0.929,0.941,0.171,"W3","S13","C2"
0.525,0.25,0.136,0.089,0.248,0.628,0.925,0.886,0.476,0.808,"W1","S30","C2"
0.531,0.128,0.227,0.258,0.238,0.341,0.878,0.807,0.437,0.339,"W1","S29","C2"
0.447,0.911,0.136,0.021,0.224,0.302,0.783,0.906,0.673,0.109,"W3","S23","C5"
0.151,0.272,0.485,0.271,0.504,0.056,0.992,0.701,0,0.054,"W4","S1","C3"
0.279,0.103,0.273,0.021,0.234,0.052,0.85,0.78,0.437,0.048,"W4","S10","C6"
0.63,0.394,0.167,0.144,0.238,0.055,0.929,0.933,0.512,0.266,"W1","S22","C1"
0.399,0.411,0.258,0.152,0.216,0.2,0.949,0.929,0.465,0.122,"W3","S2","C3"
0.806,0.881,0.167,0.245,0.28,0.724,0.752,0.909,0.705,0.586,"W3","S38","C7"
0.761,0.253,0.182,0.308,0.513,0.198,0.937,0.87,0.437,0.121,"W3","S39","C7"
0.479,0.186,0.121,0.185,0.3,0.153,0.898,0.882,0.508,0.065,"W3","S32","C2"
0.69,0.131,0.303,0.323,0.332,0.68,0.874,0.752,0.374,0.468,"W1","S30","C1"
